$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
1300$Manic-Depression$10/19/2008 2:55:30 PM$Reviewer: Anonymous, 13-18 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$I have Bipolar 1 and I am 16 years old.  I was diagnosed February my freshmen year of high school and they put me on Lamictal in June.  It treated some of my symptoms in the first month: extreme interest in sex, delusional thinking, depression, and others I can't even remember because they stopped.  I am a junior and I have been taking it.  I still have episodes and I am on Seroquel as well, but I do not have major depressive episodes anymore. I thought I was crazy before I took this medicine.  I didn’t want to live anymore and I thought I was just a sick twisted person.  It turns out I was sick, but not the monster I thought I was.  This medicine changed my life and saved me from myself.  When you first start taking it, the first week or two you are tired, but it goes away as your body adjusts.  Lamictal is a really good treatment for teenagers suffering from manic, depressive and hyper-manic episodes (Especially depressive: I was suffering depression my entire freshmen year until I got help).   Make sure that when you make changes with any kind of medication (doses or starting new ones), you do it when you are on some sort of break where you can adjust without stress and sleep.  I’m not sure how it works for others, everyone has different brain chemistries, but Lamictal works very well for me.
1307$Manic-Depression$10/12/2008 8:31:35 PM$Reviewer: TNblue-eyes, 35-44 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$"I have been on just about EVERY depression medication you can imagine..prozac,buspar,wellbutrin,etc. With some of them I have had relief-However, for some reason I still wanted to bite someone's head off, didn't matter who, it was just a horrible feeling! My doctor suggested taking the BRAND name of th Lamictal and it has worked wonderfully, he told me that alot of people have more adverse reactions to the generic and he didn't want to take a chance due to some other medications that I have to take. I still feel a little fussy but I am just now in the process of increasing the dose from the starter pack and now I'm on the 100mg-and the funny part is even my kids (11 & 13) can tell a huge difference. My husband has told me that I seem much calmer and that is a good thing considering he got the butt end of a lot of my aggression. Thank GOD for this medication and thank goodness for my doctor. I feel like a different person. Before the Lamictal, I was in the bed,grouchy,mean and didn't want to do or go anywhere. My insurance ""prefers"" that I use the generic, but my doctor is going to fight them all the way."
1319$Manic-Depression$9/26/2008 11:16:14 PM$Reviewer: 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $3$3$5$"I take Lamictal, 300mg a day, and have been doing so for three years straight. 
While it helps with rage-related mania, impulsivity, and the severest of depression, it has not been a miracle drug.
It has worked best when combined with 400mg of Tegretol a day, which is my current regime....(and I have tried MANY MANY different combos of meds) Only problem? I don't have insurance and it costs approx. $320/month. 
Generic is at $230. It will go down, but I've been pissed about it for a while. I tried to come off of it once when my insurance ran out, and it was the worst I have ever felt in my life. In short, I am addicted to it. If I could weather the withdrawal, I'd like to come off it, but as it stands now, I am not emotionally ready for that undertaking."
1321$Manic-Depression$9/25/2008 1:46:47 PM$Reviewer: 25-34 Male  on Treatment for 1 to 6 months (Patient) $5$5$5$I have Bipolar 1 and im only on 100 mg but it has been working for me for the last 2 weeks. It has made me feel better then have been in a long time
1322$Manic-Depression$9/23/2008 1:26:38 PM$Reviewer: mellow yellow, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient) $4$4$4$"I started on lowest dosage & now take 200mg
twice daily.It by far is more tolerating & helpful than previous similiar drugs. the best thing is it has just went generic, so
that saves me alot. It's a good drug, i just had to be patient& give it a chance. The only drawback was the possible ""rash effect"" that really scared me at first to know i would be trying something that you could have a life threating reaction to.
all in all i am very pleased, but what pleases me more, that people have the same illness i have & we are gaining more support & not labled as just underachievers or plain pyshopaths. It really is upsetting 
when your'e called. crasy,lazy, etc. medical
technology has come & still going a long ways & mental illness is real."
1332$Manic-Depression$9/19/2008 10:42:24 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$
1347$Manic-Depression$8/25/2008 10:37:45 PM$Reviewer: tntsmith1974, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$4$I was diagnosed with Bipolar Disorder at 16 and have lived a life of hell as well as made life hell for those I love. I tried many other medications but none have had the positive effect that Lamictal has had. For the first time in my life I'm normal (or as close to it as I will ever get). I would recommend this medication to anyone with BPD that has had unsuccessful results with other medications.
1351$Manic-Depression$8/15/2008 5:53:36 PM$Reviewer: abc123, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $3$2$5$I've been on Effexor for about 6 years.  I started taking Lamictal in 2004 (150mg). It worked great at first but tapered off about a year.  The doctor ended up incresing to 200mg, which helped a little. Two years later I started see a new psych who who suggested we up to 250mg, which is a very high dose, and no changes.  I'm not as manic like I was before I was put on medication but I can't really say if it's b/c of the meds are b/c I've done alot of work and play close attention to my mood and have preventitive measure (meditate, slow down, therapy) to make sure I don't go into a manic episode. I wouldn't recommend it for people who experience mania more than depression.
1363$Manic-Depression$7/28/2008 8:42:06 PM$Reviewer: 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $3$3$5$IHAVE BEEN ON LAMICTAL FOR A FEW YEARS, IT SEEMS TO HELP ESPECIALLY FOR CALMING ME DOWN AND RELAXING ME BEFORE BED. HAS ANYONE TAKING IT DURING THE DAY? Have you had good results?
1374$Manic-Depression$7/21/2008 2:07:11 PM$Reviewer: kmm209, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$
1377$Manic-Depression$7/18/2008 11:17:37 AM$Reviewer: 45-54 Female  on Treatment for less than 1 month (Patient) $1$1$5$I was given Lamictal along with Wellbrutin for depression.  I have only been on this for about 3 weeks.  I have not noticed any change as yet.  I do have headaches with this on a regular bases.  I have experienced more aniexty it seems and I can't seem to get that under control.  Not sure if I will continue with Lamictal.
1378$Manic-Depression$7/14/2008 10:58:23 PM$Reviewer: GRACE1159, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient) $2$1$3$I started lamictal about 8months ago. At first, after the side effects of nausea, double vision, and lack of coordination, it seemed to work well. Now, after on it for a few months, I have begun to feel a little manic and more frequent episodes of anxiety. I contacted my Dr and was given an increase of anti-anxiety meds and told to check out my hormone levels. I have also had headaches everyday with neck pain. feels like tension headaches and I am at the time of this review having a severe headache unrelieved by vicoprofen. i have been unable to tolerate any increase in dosage and I am only prescribed 25mg twice a day! side effects were increase in mania symptoms. am going to see my Dr. about maybe another med. without so many unpleasant side effects. I was diagnosed as Bi-Polar 20 years ago, so I have been through the gauntlet of meds. lithium sounds better to me as I was on it before. Good luck.
1380$Manic-Depression$7/12/2008 10:05:59 PM$Reviewer: 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$This medication does squat by itself, but taking it with my lithium it hels keep me balanced.
1384$Manic-Depression$7/8/2008 12:10:41 PM$Reviewer: me, 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $4$4$4$
1396$Manic-Depression$6/11/2008 1:39:17 AM$Reviewer: toeknee84, 19-24 Male  on Treatment for 1 to less than 2 years$5$5$4$"Have been stable for over a year after two years of ill-effective treatment with other medications. 

Extremely satisfied - only side effect noticed was a period of nausea for a couple of months, though solved by splitting the dosage morning/night.
